level,file,occurrences,route_like_snippet
LIV-004,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-005,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-006,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-013,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-113,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-213,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-214,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-215,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-216,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-217,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-001,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-002,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-003,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-004,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-006,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-007,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-008,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-009,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-010,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-011,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-012,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-013,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-015,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-016,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-017,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-018,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-019,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-020,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-021,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-022,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-023,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-025,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-026,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-027,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-028,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-029,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-030,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-031,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-032,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-033,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-034,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-036,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-037,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-038,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-039,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-040,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-041,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-042,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-043,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-044,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-045,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-047,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-048,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-049,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-050,launch/Signal_Flow_v1_41_18_NAV_WRAPPER.html,1,
LIV-001,src/live-sound-adapter.js,1,
LIV-002,src/live-sound-adapter.js,1,
LIV-003,src/live-sound-adapter.js,1,
LIV-004,src/live-sound-adapter.js,1,
LIV-005,src/live-sound-adapter.js,1,
LIV-006,src/live-sound-adapter.js,1,
LIV-007,src/live-sound-adapter.js,1,
LIV-008,src/live-sound-adapter.js,1,
LIV-009,src/live-sound-adapter.js,1,
LIV-010,src/live-sound-adapter.js,1,
LIV-011,src/live-sound-adapter.js,1,
LIV-012,src/live-sound-adapter.js,1,
LIV-013,src/live-sound-adapter.js,1,
LIV-014,src/live-sound-adapter.js,1,
LIV-015,src/live-sound-adapter.js,1,
LIV-016,src/live-sound-adapter.js,1,
LIV-017,src/live-sound-adapter.js,1,
LIV-018,src/live-sound-adapter.js,1,
LIV-019,src/live-sound-adapter.js,1,
LIV-020,src/live-sound-adapter.js,1,
LIV-021,src/live-sound-adapter.js,1,
LIV-022,src/live-sound-adapter.js,1,
LIV-023,src/live-sound-adapter.js,1,
LIV-024,src/live-sound-adapter.js,1,
LIV-025,src/live-sound-adapter.js,1,
LIV-026,src/live-sound-adapter.js,1,
LIV-027,src/live-sound-adapter.js,1,
LIV-028,src/live-sound-adapter.js,1,
LIV-029,src/live-sound-adapter.js,1,
LIV-030,src/live-sound-adapter.js,1,
LIV-031,src/live-sound-adapter.js,1,
LIV-032,src/live-sound-adapter.js,1,
LIV-033,src/live-sound-adapter.js,1,
LIV-034,src/live-sound-adapter.js,1,
LIV-035,src/live-sound-adapter.js,1,
LIV-036,src/live-sound-adapter.js,1,
LIV-037,src/live-sound-adapter.js,1,
LIV-038,src/live-sound-adapter.js,1,
LIV-039,src/live-sound-adapter.js,1,
LIV-040,src/live-sound-adapter.js,1,
LIV-041,src/live-sound-adapter.js,1,
LIV-042,src/live-sound-adapter.js,1,
LIV-043,src/live-sound-adapter.js,1,
LIV-044,src/live-sound-adapter.js,1,
LIV-045,src/live-sound-adapter.js,1,
LIV-046,src/live-sound-adapter.js,1,
LIV-047,src/live-sound-adapter.js,1,
LIV-048,src/live-sound-adapter.js,1,
LIV-049,src/live-sound-adapter.js,1,
LIV-050,src/live-sound-adapter.js,1,
LIV-113,src/live-sound-adapter.js,2,"return /^LIV-\d+$/i.test(id) && !LIVE_IR_LEVEL_RE.test(id);
}
function scenarioForLevelId(levelId) {
const id = normalizeLevelId(levelId);
if (!isLiveNormalLevelId(id)) return null;
const n = Number((id.match(/^LIV-(\d+)$/i) || [])[1]);
if (!Number.isFinite(n)) {
if (/^LIV-113$/i.test(id)) return ""stagebox-foh"";
if (/^LIV-21[3-7]$/i.test(id)) return ""final"";
return ""final"";
if (n >= 1 && n <= 13) return ""stagebox-foh"";
if (n >= 14 && n <= 23) return ""foh-monitor"";
if (n >= 24 && n <= 35) return ""foh-amp"";
if (n >= 36 && n <= 45) return ""utility"";
if (n >= 46 && n <= 50) return ""final"";
return ""stagebox-foh"";
function normalizeId(raw) {
return String(raw || """")"
LIV-213,src/live-sound-adapter.js,1,
LIV-214,src/live-sound-adapter.js,1,
LIV-215,src/live-sound-adapter.js,1,
LIV-216,src/live-sound-adapter.js,1,
LIV-217,src/live-sound-adapter.js,1,
LIV-025,src/live-sound-liv025-bridge.js,5,"/*
* Signal Flow - Live Sound LIV-025 Bridge v5
*
* Fixes from v5:
* - Visual cables draw above hardware panels and above jack badges.
* - Browser-native title tooltips and visible jack badges removed from visual jacks.
* - Unused visible panel jacks are clickable and participate in invalid-pair feedback.
* - Valid LIV-025 pairs draw blue cables; invalid pairs draw a temporary red cable then disappear.
* Required load order:
*   <script src=""/src/live-sound-adapter.js""></script>
*   <script src=""/src/live-sound-liv025-bridge.js""></script>
*/
(function () {
""use strict"";
const LEVEL_ID = ""LIV-025"";
let selectedVisualNode = null;
const completedVisualRoutes = new Set();
const VALID_ROUTES = [
{ key: ""lead-vocal-to-stagebox-1"", a: ""lead-vocal-mic"", b: ""stagebox-input-1"" },
{ key: ""keys-left-to-stagebox-7"", a: ""keys-left-di"", b: ""stagebox-input-7"" },
{ key: ""keys-right-to-stagebox-8"", a: ""keys-right-di"", b: ""stagebox-input-8"" },
{ key: ""main-left-to-system-left"", a: ""main-left-output"", b: ""system-processor-left-in"" },
{ key: ""main-right-to-system-right"", a: ""main-right-output"", b: ""system-processor-right-in"" },
{ key: ""matrix-2-to-sub"", a: ""matrix-2-output"", b: ""sub-processor-input"" }
];
function validRouteKey(a, b) {
createLabel(layer, ""SYSTEM PROCESSOR / SUB"", rect.width * 0.46, rect.height * 0.58, 11);
createJackButton(layer, ""system-processor-left-in"", ""System Processor Left In"", [""System Processor Left In"", ""System Processor L In"", ""Processor Left In"", ""Left In""], pointFromPanel(adapter, level, ""amp.inputA""), ""L"");
createJackButton(layer, ""system-processor-right-in"", ""System Processor Right In"", [""System Processor Right In"", ""System Processor R In"", ""Processor Right In"", ""Right In""], pointFromPanel(adapter, level, ""amp.inputB""), ""R"");
createJackButton(layer, ""sub-processor-input"", ""Sub Processor Input"", [""Sub Processor Input"", ""Sub Processor In"", ""Sub Input"", ""Sub""], pointFromPanel(adapter, level, ""amp.link""), ""SUB"");
addGhostPanelJacks(layer, adapter, level, usedK"
LIV-025,src/live-sound-native-renderer.js,10,"from: ""keys-right-di"",
to: ""stagebox-input-8"",
checklist: ""Keys Right DI → Stage Box Input 8""
}
]
};
const LIVE_NATIVE_PATCH_SPECS = {
""LIV-025"": {
id: ""LIV-025"",
title: ""Sub Matrix Feed"",
processorLabel: ""CROSSOVER"",
validRoutes: [
{
key: ""aux-2-to-sub"",
from: ""matrix-2-output"",
to: ""sub-processor-input"",
checklist: ""Aux 2 Output → Sub Input""
},
key: ""main-left-to-system-left"",
from: ""main-left-output"",
to: ""system-processor-left-in"",
function defaultCableBend(routeKey, index) {
const lanes = [-54, -36, -20, 18, 34, 52, 68];
return lanes[(cableHash(routeKey) + index) % lanes.length];
function cableD(from, to, bend) {
// LIV-025 natural cable feel:
// - cables sag downward with gravity
// - each route gets a slightly different lane/bow
// - near-vertical runs bow sideways instead of stacking on top of each other
const dx = to.x - from.x;
const dy = to.y - from.y;
const span = Math.max(1, Math.hypot(dx, dy));
const lane = Number.isFinite(bend) ? bend : 0;
const sag = Math.max(38, Math.min(190, span * 0.20 + Math.abs(dy) * 0.10));
const verticalish = Math.abs(dy) > Math.abs(dx) * 1.35;
let c1;
let c2;
{ x: from.x, y: midY },
{ x: to.x, y: midY },
to,
0.5
);
function createCableDragHandle(layer, route) {
// Disabled: LIV-025 now uses drag-from-endpoint-to-endpoint patching,
// not midpoint cable-bend handles.
return;
const point = cablePointAtMid(route.fromPoint, route.toPoint, route.bend || 0);
const handle = document.createElement(""button"");
handle.type = ""button"";
handle.className = ""sf-cable-drag-handle"";
handle.setAttribute(""aria-label"", ""Drag cable"");
handle.dataset.routeKey = route.key;
handle.style.cssText = [
""position:absolute"",
""left:"" + point.x + ""px"",
function plaque(text, x, y, w) {
createNativeOverlayLabel(layer, text, x, y, { width: w || 80, size: 7, color: ""#f4f1dc"" });
if (LEVEL_ID !== ""LIV-028"") createNativePrewireIcons(layer, adapter, level);
if (LEVEL_ID === ""LIV-025"") {
const aux = pointFromPanel(adapter, level, ""foh.lineOut2"");
const sub = pointF"
LIV-026,src/live-sound-native-renderer.js,4,"{
key: ""keys-right-to-stagebox-8"",
from: ""keys-right-di"",
to: ""stagebox-input-8"",
checklist: ""Keys Right DI → Stage Box Input 8""
}
]
},
""LIV-026"": {
id: ""LIV-026"",
title: ""Delay Tower Route"",
processorLabel: ""DELAY TOWER PROCESSING"",
validRoutes: [
key: ""aux-3-to-delay-processing"",
from: ""aux-3-output"",
to: ""delay-tower-processing-input"",
checklist: ""Aux 3 Output → Delay""
key: ""main-left-to-system-left"",
from: ""main-left-output"",
to: ""system-processor-left-in"",
// Only relabel the section. Do not cover the jack numbers.
mask(aux.x + 4, aux.y - 48, 112, 16);
plaque(""AUX OUTS"", aux.x + 4, aux.y - 48, 92);
mask(sub.x, sub.y - 29, 86, 16);
plaque(""SUB INPUT"", sub.x, sub.y - 29, 78);
if (LEVEL_ID === ""LIV-026"") {
const aux = pointFromPanel(adapter, level, ""foh.lineOut3"");
const delay = pointFromPanel(adapter, level, ""amp.link"");
mask(aux.x + 2, aux.y - 48, 112, 16);
plaque(""AUX OUTS"", aux.x + 2, aux.y - 48, 92);
mask(delay.x, delay.y - 35, 86, 16);
createNativeAssetLabel(layer, ""/assets/live-sound/svg/cable-wrap/delay-cable-wrap-label.svg"", delay.x, delay.y - 35, { width: 76, height: 24 });
if (LEVEL_ID === ""LIV-028"") {
createNativeStagebox16Overlay(layer, level);"
LIV-027,src/live-sound-native-renderer.js,1,
LIV-028,src/live-sound-native-renderer.js,19,"{
key: ""keys-right-to-stagebox-8"",
from: ""keys-right-di"",
to: ""stagebox-input-8"",
checklist: ""Keys Right DI → Stage Box Input 8""
}
]
},
""LIV-028"": {
id: ""LIV-028"",
title: ""Talkback to Monitor System"",
processorLabel: ""IN-EAR MONITORING"",
validRoutes: [
key: ""talkback-mic-to-stagebox-14"",
from: ""talkback-mic"",
to: ""stagebox-input-14"",
checklist: ""Talkback Mic → Stage Box Input 14""
key: ""talkback-output-to-in-ear-b"",
from: ""talkback-output"",
to: ""in-ear-b-in"",
const stage = level.panels && level.panels.find && level.panels.find(p => p.id === ""stagebox"");
const foh = level.panels && level.panels.find && level.panels.find(p => p.id === ""foh"");
const amp = level.panels && level.panels.find && level.panels.find(p => p.id === ""amp"");
const stageMatch = /^stagebox\.input(\d+)$/.exec(panelJackId || """");
if (stage && stageMatch) {
const n = Number(stageMatch[1]);
if (LEVEL_ID === ""LIV-028"" && n >= 1 && n <= 16) {
const svgXs = [92, 168, 244, 320, 396, 472, 548, 624];
const col = (n - 1) % 8;
const row = n > 8 ? 1 : 0;
const assetHeight = stage.width * 360 / 980;
return {
x: stage.x + stage.width * (svgXs[col] / 980),
y: stage.y + assetHeight * ((row ? 250 : 125) / 360)
};
if (n >= 1 && n <= 16) {
return null;
function pointFromPanel(adapter, level, panelJackId) {
if (
LEVEL_ID === ""LIV-028"" &&
(
/^stagebox\.input([1-9]|1[0-6])$/.test(panelJackId || """") ||
panelJackId === ""amp.inputB""
)
) {
const fallback = fallbackNativePanelPoint(level, panelJackId);
if (fallback) return fallback;
try {
const pt = adapter.endpointPanelPoint(level, panelJackId, {
levelId: LEVEL_ID,
scenario: ""native-liv025""
left: rect.left,
top: rect.top,
right: rect.right,
bottom: rect.top + layoutHeight,
width: rect.width,
height: layoutHeight
const isTalkbackBoard = LEVEL_ID === ""LIV-028"";
const liv = isTalkbackBoard ? LIV_028_LAYOUT : null;
id: LEVEL_ID,
rect: layoutRect,
panels: [
id: ""stagebox"",
kind: ""stagebox"",
x: rect.width * (liv ? liv.stagebox.x : 0.06),
y: layoutHeight * (liv ? liv.stagebox.y : 0."
LIV-029,src/live-sound-native-renderer.js,1,
LIV-025,src/live-sound-native-renderer.v6-before-badge-checklist-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-checklist-frame-lowfilter-fix.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-disable-checklist-style.js,3,
LIV-025,src/live-sound-native-renderer.v6-before-frame-aware-checklist-fix.js,4,"setTimeout(() => ctx.close && ctx.close(), 240);
} catch (err) {}
}
function findChecklistTarget(routeKey) {
const routeIndex = LEVEL.validRoutes.findIndex(r => r.key === routeKey);
if (routeIndex < 0) return null;
// LIV-025 checklist rows are real DOM cards:
//   div.path-card.playful-card
//   em.todo-badge
// Earlier filters were too narrow and missed these because the card width
// is large in the embedded game frame.
const rows = Array.from(document.querySelectorAll("".path-card""))
.filter(row => {
if (!row || !row.isConnected) return false;
if (row.closest("".sf-live-native-layer"")) return false;
const text = normalize(textOf(row));
const r = row.getBoundingClientRect();
return ("
